Dim 1,Dim 2,Dim 3,SiteCode,SiteName,IslandName,ReserveStatus,SurveyYear
-0.09521629734310307,-0.3461846529456187,0.20364151651712964,WL,Wyckoff Ledge,San Miguel Island,Outside,2005
-0.06677375919694777,-0.37212129041173636,0.1877775922829607,WL,Wyckoff Ledge,San Miguel Island,Outside,2006
-0.08785449095038814,-0.3537509504967685,0.20373523701352525,WL,Wyckoff Ledge,San Miguel Island,Outside,2007
-0.08206646158887214,-0.35456855188381003,0.2220309202691601,WL,Wyckoff Ledge,San Miguel Island,Outside,2008
-0.06397627426380609,-0.3674091594939119,0.2069674243178683,WL,Wyckoff Ledge,San Miguel Island,Outside,2009
-0.06127758144215207,-0.3553529873551815,0.20693421565297157,WL,Wyckoff Ledge,San Miguel Island,Outside,2010
-0.08223394967671278,-0.3558186221910921,0.19703167509441435,WL,Wyckoff Ledge,San Miguel Island,Outside,2011
-0.046585431235311774,-0.31794679572117734,0.15577644862068063,WL,Wyckoff Ledge,San Miguel Island,Outside,2012
-0.0413688400211689,-0.3374183227872196,0.13171347007267348,WL,Wyckoff Ledge,San Miguel Island,Outside,2013
-0.06392106207060698,-0.34422299224342123,0.16883343458988587,WL,Wyckoff Ledge,San Miguel Island,Outside,2014
-0.06497229590645402,-0.33163172310667294,0.19720217420114783,WL,Wyckoff Ledge,San Miguel Island,Outside,2015
-0.0914067712830958,-0.3092546999605093,0.1694988382679596,WL,Wyckoff Ledge,San Miguel Island,Outside,2016
-0.03374524071803205,-0.31310451463576777,0.15955567688138725,WL,Wyckoff Ledge,San Miguel Island,Outside,2017
-0.05026655233289698,-0.2659982459986447,0.13335603403812465,WL,Wyckoff Ledge,San Miguel Island,Outside,2018
-0.17181141534626565,-0.16533551515560227,0.1269447150333851,WL,Wyckoff Ledge,San Miguel Island,Outside,2019
0.008151349356412535,-0.20213043003399328,-0.10777888575596398,HR,Hare Rock,San Miguel Island,Inside,2005
