Dim 1,Dim 2,Dim 3,SiteCode,SiteName,IslandName,ReserveStatus,SurveyYear
-0.24765090604829246,0.10073766137973868,-0.054807336347574995,WL,Wyckoff Ledge,San Miguel Island,Outside,1982
-0.2864101506694758,0.020213442485756485,-0.222803283668993,WL,Wyckoff Ledge,San Miguel Island,Outside,1983
-0.3600893779202926,0.06328891928193922,-0.2259896260369683,WL,Wyckoff Ledge,San Miguel Island,Outside,1984
-0.3916046433814059,0.0408057368209329,-0.23368018082028316,WL,Wyckoff Ledge,San Miguel Island,Outside,1985
-0.40862520657311757,0.0542654286201527,-0.22627482801544907,WL,Wyckoff Ledge,San Miguel Island,Outside,1986
-0.4262825529101996,0.04844653560521072,-0.22266936253463632,WL,Wyckoff Ledge,San Miguel Island,Outside,1987
-0.37090239937021086,0.05006306384226704,-0.27105785281841666,WL,Wyckoff Ledge,San Miguel Island,Outside,1988
-0.3743089363249505,0.06958229276971725,-0.2647385910098812,WL,Wyckoff Ledge,San Miguel Island,Outside,1989
-0.42035241897230907,-0.019547054180340057,-0.05714697805338354,WL,Wyckoff Ledge,San Miguel Island,Outside,1990
-0.38377055225789747,0.04623007744352249,-0.2628646784088375,WL,Wyckoff Ledge,San Miguel Island,Outside,1991
-0.3465454655536993,0.06103170585715262,-0.2823056208478959,WL,Wyckoff Ledge,San Miguel Island,Outside,1992
-0.3337204584215592,0.05062626094115175,-0.2592811324746303,WL,Wyckoff Ledge,San Miguel Island,Outside,1993
-0.35941150625708324,-0.02378907698784408,-0.10950325611715049,WL,Wyckoff Ledge,San Miguel Island,Outside,1994
-0.3305689050437784,-0.037706403986939516,-0.10380287984362468,WL,Wyckoff Ledge,San Miguel Island,Outside,1995
-0.26566878459038157,0.03320601798550763,-0.29701667588600766,WL,Wyckoff Ledge,San Miguel Island,Outside,1996
-0.29245792552488814,-0.036807722713431135,-0.1481430174239569,WL,Wyckoff Ledge,San Miguel Island,Outside,1997
-0.2826505303330232,0.04221697665839449,-0.2865760941910638,WL,Wyckoff Ledge,San Miguel Island,Outside,1998
-0.30880711950026624,0.05323766745190271,-0.27146220428953766,WL,Wyckoff Ledge,San Miguel Island,Outside,1999
-0.3263457164342446,-0.03563748211363182,-0.0946086608756026,WL,Wyckoff Ledge,San Miguel Island,Outside,2000
-0.3988235099855916,-0.028947151938737283,-0.07285151370424696,WL,Wyckoff Ledge,San Miguel Island,Outside,2001
-0.2410891210171851,0.040420242844106336,-0.3023156369339689,WL,Wyckoff Ledge,San Miguel Island,Outside,2002
0.1431283393913407,-0.13875677841189807,-0.3694264398931558,WL,Wyckoff Ledge,San Miguel Island,Outside,2003
0.1384283113215228,-0.2160222269395384,-0.3534018439108349,WL,Wyckoff Ledge,San Miguel Island,Outside,2004
0.15143657643891545,-0.15916300733713895,-0.35566520279338915,WL,Wyckoff Ledge,San Miguel Island,Outside,2005
0.16333169442407092,-0.15513883818803648,-0.3856407134583425,WL,Wyckoff Ledge,San Miguel Island,Outside,2006
0.16048448209500685,-0.18932071625973165,-0.3768876918484881,WL,Wyckoff Ledge,San Miguel Island,Outside,2007
0.12106625777743152,-0.1499702026203198,-0.364636276569832,WL,Wyckoff Ledge,San Miguel Island,Outside,2008
0.15989461957853968,-0.1539003888889748,-0.3662791512538899,WL,Wyckoff Ledge,San Miguel Island,Outside,2009
0.15412657102903743,-0.15700352726656497,-0.35889913560338477,WL,Wyckoff Ledge,San Miguel Island,Outside,2010
0.15955080117704218,-0.17253515962351346,-0.38396653915884926,WL,Wyckoff Ledge,San Miguel Island,Outside,2011
0.15423917930574702,-0.15632249140176085,-0.3624046445970851,WL,Wyckoff Ledge,San Miguel Island,Outside,2012
0.1555408759149994,-0.19004477813350984,-0.3847818054540515,WL,Wyckoff Ledge,San Miguel Island,Outside,2013
0.1703402591739331,-0.19885528338251116,-0.3090382588212631,WL,Wyckoff Ledge,San Miguel Island,Outside,2014
0.15259635257590703,-0.18875124799350834,-0.3376783997286684,WL,Wyckoff Ledge,San Miguel Island,Outside,2015
0.1496989073029764,-0.19896388848261654,-0.30859092807783145,WL,Wyckoff Ledge,San Miguel Island,Outside,2016
0.14441183034536342,-0.13870454721689676,-0.32188392866717735,WL,Wyckoff Ledge,San Miguel Island,Outside,2017
0.11252531694632797,-0.15362011938307674,-0.25498560781818935,WL,Wyckoff Ledge,San Miguel Island,Outside,2018
0.13221685706643715,-0.22701997002961824,-0.1781713296442971,WL,Wyckoff Ledge,San Miguel Island,Outside,2019
-0.23565622573129522,0.09353368007742516,-0.06235405267640338,HR,Hare Rock,San Miguel Island,Outside,1982
-0.27055568326709034,0.10927625672474343,-0.08143669619324466,HR,Hare Rock,San Miguel Island,Outside,1983
-0.40930560082255824,0.10144513606782658,-0.04444378713103884,HR,Hare Rock,San Miguel Island,Outside,1984
-0.4097003004237659,0.14652646456346266,-0.044153065725398025,HR,Hare Rock,San Miguel Island,Outside,1985
-0.4155665671396105,0.12093812745163408,-0.023986603285160193,HR,Hare Rock,San Miguel Island,Outside,1986
-0.3962718534794482,0.11296280890402736,-0.03174933374412332,HR,Hare Rock,San Miguel Island,Outside,1987
-0.3932139015721214,0.1276377247598912,-0.0402430808886216,HR,Hare Rock,San Miguel Island,Outside,1988
-0.36415946226512985,0.13471536309957916,-0.049694886860967416,HR,Hare Rock,San Miguel Island,Outside,1989
-0.3762742736633798,0.14587469639231404,-0.09031791114138775,HR,Hare Rock,San Miguel Island,Outside,1990
-0.36203984097402686,0.13502930807476962,-0.04616879288082215,HR,Hare Rock,San Miguel Island,Outside,1991
