NMDS1,NMDS2,SiteCode,IslandName,ReserveStatus,SurveyYear
-0.12060752401244382,-0.05216862168253574,AR,Anacapa Island,Outside,2019
-0.40583836994091044,-0.24968852382462944,CC,Anacapa Island,Inside,2019
-0.26207039155869166,-0.3853758193016771,LC,Anacapa Island,Inside,2019
-0.36236986411397576,0.11963511263655327,KH,Anacapa Island,Inside,2019
0.12271865934400962,0.22857233464355134,EFC,Anacapa Island,Outside,2019
-0.1551120580284123,0.056963751817848074,BSBR,Anacapa Island,Inside,2019
-0.24702783928458527,0.08431448142267388,LH,Anacapa Island,Outside,2019
0.6014929992973175,0.03928160593259031,WL,San Miguel Island,Outside,2019
0.5870161154902682,0.1690731182683053,HR,San Miguel Island,Inside,2019
0.5064447138084703,-0.190570109883245,MM,San Miguel Island,Outside,2019
-0.22323387575728026,-0.24100847818675677,SESL,Santa Barbara Island,Inside,2019
-0.3306502315726088,0.18473257136314508,AP,Santa Barbara Island,Outside,2019
-0.4009746398505119,0.0649211995184962,CAT,Santa Barbara Island,Outside,2019
-0.0525539667027605,0.005109541317659296,WA,Santa Barbara Island,Outside,2019
-0.49421847866079277,0.028508619767445013,GC,Santa Barbara Island,Inside,2019
-0.3067891179034873,-0.05253934664666732,SER,Santa Barbara Island,Inside,2019
0.0597727615131339,-0.15641649777564196,GI,Santa Cruz Island,Inside,2019
-0.055685632934941824,0.32193126569470104,FH,Santa Cruz Island,Outside,2019
-0.14854828303465065,0.382686258600211,PB,Santa Cruz Island,Outside,2019
-0.2735581489912743,-0.10354614595161697,SA,Santa Cruz Island,Inside,2019
0.06568045460164551,0.29169906725680955,YB,Santa Cruz Island,Outside,2019
-0.07242219457418168,0.12649969947256776,DPM,Santa Cruz Island,Outside,2019
-0.31553997928338173,-0.09800466495123834,PP,Santa Cruz Island,Inside,2019
-0.36265910289925424,-0.09681053812619696,CVP,Santa Cruz Island,Inside,2019
-0.014861152553101357,0.1818898461433903,LS,Santa Cruz Island,Outside,2019
0.16428733930001102,0.2956284616835924,PRF,Santa Cruz Island,Outside,2019
0.33176992571884645,0.030377482734417538,JLNO,Santa Rosa Island,Outside,2019
0.44193487527692277,-0.03517437026445678,JLSO,Santa Rosa Island,Outside,2019
0.46814167476250307,0.2205169498866688,RR,Santa Rosa Island,Outside,2019
0.35988235967252197,-0.0692443958761897,CP,Santa Rosa Island,Outside,2019
0.43944537350121765,-0.2525872793717489,TC,Santa Rosa Island,Inside,2019
0.2693315795208414,-0.3365977360641069,CSAW,Santa Rosa Island,Inside,2019
0.18680201984953693,-0.5126088402539182,SP,Santa Rosa Island,Inside,2019
-0.10092599846706812,0.09544649891097512,AR,Anacapa Island,Outside,2018
-0.3901426566308136,-0.14425231129271193,CC,Anacapa Island,Inside,2018
-0.3148445598956174,-0.306989342456745,LC,Anacapa Island,Inside,2018
-0.2453435265714204,0.054244825524962736,KH,Anacapa Island,Inside,2018
0.23169016863905265,0.377737734738738,EFC,Anacapa Island,Outside,2018
-0.31278746498209764,0.15267552999565198,BSBR,Anacapa Island,Inside,2018
-0.2695227402305386,0.11184784827210159,LH,Anacapa Island,Outside,2018
0.4225801592380069,-0.29008828461692887,WL,San Miguel Island,Outside,2018
0.5790347578423113,0.1279953862035607,HR,San Miguel Island,Inside,2018
0.4396538790379915,-0.3421436107467265,MM,San Miguel Island,Outside,2018
-0.30285416988035635,-0.20037101867170526,SESL,Santa Barbara Island,Inside,2018
-0.1983427245645026,-0.1006062263299375,AP,Santa Barbara Island,Outside,2018
-0.4155491547986687,-0.017671861657195562,CAT,Santa Barbara Island,Outside,2018
-0.10257587665249622,-0.0281345987687224,WA,Santa Barbara Island,Outside,2018
-0.2780601914217251,-0.40253724986398476,GC,Santa Barbara Island,Inside,2018
-0.2755054111676314,-0.1018631176625128,SER,Santa Barbara Island,Inside,2018
-0.015522907461534738,-0.15307783035876132,GI,Santa Cruz Island,Inside,2018
-0.056601089232788476,0.27177114282126114,FH,Santa Cruz Island,Outside,2018
-0.15470907747801918,0.4016362275193887,PB,Santa Cruz Island,Outside,2018
-0.40132240091097027,0.03786714249544012,SA,Santa Cruz Island,Inside,2018
0.027753985046349218,0.4073158456899846,YB,Santa Cruz Island,Outside,2018
-0.08845704072921724,0.19625345790008286,DPM,Santa Cruz Island,Outside,2018
-0.2696528405634391,-0.008361445670643081,PP,Santa Cruz Island,Inside,2018
-0.2835332432521812,-0.048775258488086004,CVP,Santa Cruz Island,Inside,2018
-0.14354972505330943,0.2328453928309264,LS,Santa Cruz Island,Outside,2018
0.26280088387913425,0.3537150655878936,PRF,Santa Cruz Island,Outside,2018
0.41749985819785873,0.030765840643397383,JLNO,Santa Rosa Island,Outside,2018
0.42457666500432584,0.08092676114869256,JLSO,Santa Rosa Island,Outside,2018
0.4618089507672109,0.1661250536204801,RR,Santa Rosa Island,Outside,2018
0.4676565633824851,-0.07024024441947126,CP,Santa Rosa Island,Outside,2018
0.43310660568307197,-0.20822527160399218,TC,Santa Rosa Island,Inside,2018
0.26814799037806497,-0.32689680784889624,CSAW,Santa Rosa Island,Inside,2018
0.1834923328485324,-0.3489352734465171,SP,Santa Rosa Island,Inside,2018
-0.04806246958141328,0.04236298722360838,AR,Anacapa Island,Outside,2017
-0.29937880900515484,-0.27099322042903135,CC,Anacapa Island,Inside,2017
-0.3189597492192029,-0.23898542123393768,LC,Anacapa Island,Inside,2017
-0.2806026903047441,0.08068159991027173,KH,Anacapa Island,Inside,2017
-0.012498227401925506,0.39715412595787053,EFC,Anacapa Island,Outside,2017
-0.39155404070019667,0.1708539991752586,BSBR,Anacapa Island,Inside,2017
-0.24120517515426487,0.21700574031439201,LH,Anacapa Island,Outside,2017
0.27169539767116907,-0.5445299878439448,WL,San Miguel Island,Outside,2017
0.5941899965623993,0.17270553628595522,HR,San Miguel Island,Inside,2017
0.276557482342435,-0.2921653029522004,MM,San Miguel Island,Outside,2017
-0.2450959630253925,-0.3552015229417793,SESL,Santa Barbara Island,Inside,2017
-0.3424468573593278,-0.005760324194505028,AP,Santa Barbara Island,Outside,2017
-0.3536027989560879,0.05051944907710405,CAT,Santa Barbara Island,Outside,2017
-0.08058885570546845,0.07670804725138036,WA,Santa Barbara Island,Outside,2017
-0.5895324195981893,-0.2092093258311437,GC,Santa Barbara Island,Inside,2017
-0.23926242870303466,-0.12072183787228279,SER,Santa Barbara Island,Inside,2017
0.12958555400267951,-0.22223444859516928,GI,Santa Cruz Island,Inside,2017
0.06849082235381206,0.22280910995137013,FH,Santa Cruz Island,Outside,2017
-0.08436330615742478,0.43831635896947235,PB,Santa Cruz Island,Outside,2017
-0.24688097065242615,-0.025297358404276053,SA,Santa Cruz Island,Inside,2017
0.09981867953010054,0.4640741367617808,YB,Santa Cruz Island,Outside,2017
-0.02852913832518899,0.1813881857979849,DPM,Santa Cruz Island,Outside,2017
-0.14460958985161973,-0.09050035541982737,PP,Santa Cruz Island,Inside,2017
-0.19168038441351198,-0.15019233757610492,CVP,Santa Cruz Island,Inside,2017
-0.06093702193493474,0.24270963036104376,LS,Santa Cruz Island,Outside,2017
0.10503680766449354,0.28649580274762076,PRF,Santa Cruz Island,Outside,2017
0.32940064884700476,0.14748658875991627,JLNO,Santa Rosa Island,Outside,2017
0.44651414944321444,0.005835374286032641,JLSO,Santa Rosa Island,Outside,2017
0.41906621052104004,0.2864134035947829,RR,Santa Rosa Island,Outside,2017
0.45956299348336754,-0.12654711562390342,CP,Santa Rosa Island,Outside,2017
0.38827692292890337,-0.15144460132067847,TC,Santa Rosa Island,Inside,2017
0.30576983390251067,-0.26763541380492667,CSAW,Santa Rosa Island,Inside,2017
0.30582539679637943,-0.4121015023821342,SP,Santa Rosa Island,Inside,2017
-0.13326696024620194,0.013656384396817574,AR,Anacapa Island,Outside,2016
-0.2680903860953009,-0.24260022011030907,CC,Anacapa Island,Inside,2016
-0.0858414392110085,-0.3317669997689266,LC,Anacapa Island,Inside,2016
-0.2980750362726287,-0.14327019655192677,KH,Anacapa Island,Inside,2016
-0.12261196392889546,0.19153580129691083,EFC,Anacapa Island,Outside,2016
-0.36951374278212545,0.15091867168805512,BSBR,Anacapa Island,Inside,2016
-0.24582003643434572,0.18398172122343975,LH,Anacapa Island,Outside,2016
0.5350692668806856,-0.25154385731168255,WL,San Miguel Island,Outside,2016
0.4403166570977577,0.3428813995229081,HR,San Miguel Island,Inside,2016
0.3616016127308469,-0.2561561080280575,MM,San Miguel Island,Outside,2016
-0.19721497308899802,-0.13399637195430075,SESL,Santa Barbara Island,Inside,2016
-0.3448989513239004,-0.00925168860090113,AP,Santa Barbara Island,Outside,2016
-0.29867981921817094,-0.03976363235742018,CAT,Santa Barbara Island,Outside,2016
-0.22642728399961784,0.0964479728077436,WA,Santa Barbara Island,Outside,2016
-0.4526312956946365,-0.22890850321863,GC,Santa Barbara Island,Inside,2016
-0.20223810564117117,-0.20289759236955152,SER,Santa Barbara Island,Inside,2016
0.11435545413862865,-0.1598366878469072,GI,Santa Cruz Island,Inside,2016
0.01171935674003745,0.1673074005699258,FH,Santa Cruz Island,Outside,2016
-0.07361279679782431,0.2818645232468431,PB,Santa Cruz Island,Outside,2016
-0.11081236396544872,-0.13051251398648364,SA,Santa Cruz Island,Inside,2016
-0.08465144151721282,0.4564908504094149,YB,Santa Cruz Island,Outside,2016
-0.08950990934645638,0.10814474979033659,DPM,Santa Cruz Island,Outside,2016
-0.1524586659146456,-0.08659483644646776,PP,Santa Cruz Island,Inside,2016
-0.17131087757118088,-0.19541366537436825,CVP,Santa Cruz Island,Inside,2016
-0.02154205319861895,0.12537356678149428,LS,Santa Cruz Island,Outside,2016
-0.13818588244558946,0.27564508928392756,PRF,Santa Cruz Island,Outside,2016
0.29809444256315004,0.1543907963564329,JLNO,Santa Rosa Island,Outside,2016
